12442509007992651809,1640236938079374
12442509007992651806,1640236938083569
12442509007992651804,1640236938085929
12442509007992651801,1640236938088497
12442509007992651797,1640236938096622
12442509007992651793,1640236938100016
12442509007992651783,1640236938102120
12442509007992651788,1640236938106657
12442509007992651813,1640236938108876
12442509007992651821,1640236938112647
12442509007992651824,1640236938118511
12442509007992651816,1640236938136058
12442509007992651811,1640236938139823
12442509007992651789,1640236938143781
12442509007992651781,1640236938146820
12442509007992651778,1640236938150342
12442509007992651794,1640236938152497
12442509007992651802,1640236938157248
12442509007992651805,1640236938160652
12442509007992651831,1640236938163662
12442509007992651833,1640236938166663
12442509007992651835,1640236938168489
12442509007992651837,1640236938170729
12442509007992651838,1640236938171522
12442509007992651842,1640236938173009
12442509007992651844,1640236938179347
12442509007992651848,1640236938181410
12442509007992651851,1640236938183538
12442509007992651853,1640236938185140
12442509007992651856,1640236938187975
12442509007992651857,1640236938192128
12442509007992651862,1640236938197246
12442509007992651863,1640236938197713
12442509007992651869,1640236938200158
12442509007992651874,1640236938205402
12442509007992651883,1640236938207496
12442509007992651850,1640236938214261
12442509007992651852,1640236938215388
12442509007992651855,1640236938216413
12442509007992651860,1640236938224449
12442509007992651867,1640236938224973
12442509007992651872,1640236938226782
12442509007992651876,1640236938228874
12442509007992651879,1640236938231649
12442509007992651887,1640236938237049
12442509007992651891,1640236938240345
12442509007992651882,1640236938240892
12442509007992651893,1640236938245057
12442509007992651884,1640236938250054
12442509007992651900,1640236938251231
12442509007992651902,1640236938257960
12442509007992651907,1640236938259938
12442509007992651909,1640236938262522
12442509007992651901,1640236938264503
12442509007992651895,1640236938267238
12442509007992651921,1640236938268725
12442509007992651912,1640236938275064
12442509007992651916,1640236938278033
12442509007992651923,1640236938281567
12442509007992651927,1640236938284400
12442509007992651931,1640236938286355
12442509007992651903,1640236938290923
12442509007992651938,1640236938295424
12442509007992651950,1640236938299171
12442509007992651922,1640236938301009
12442509007992651924,1640236938302259
12442509007992651925,1640236938304270
12442509007992651936,1640236938308169
12442509007992651966,1640236938311994
12442509007992651944,1640236938314506
12442509007992651951,1640236938318411
12442509007992651955,1640236938322081
12442509007992651940,1640236938324952
12442509007992651963,1640236938328725
12442509007992651965,1640236938330729
12442509007992651971,1640236938335986
12442509007992651952,1640236938337945
12442509007992651974,1640236938340594
12442509007992651979,1640236938343546
12442509007992651983,1640236938344536
12442509007992651988,1640236938346338
12442509007992651957,1640236938350255
12442509007992651995,1640236938351249
12442509007992652003,1640236938352720
12442509007992652008,1640236938358633
12442509007992652011,1640236938360207
12442509007992652013,1640236938362947
12442509007992652021,1640236938364829
12442509007992651967,1640236938370873
12442509007992652012,1640236938375595
12442509007992651975,1640236938378674
12442509007992651991,1640236938381571
12442509007992651996,1640236938385126
12442509007992651998,1640236938388523
12442509007992652002,1640236938393835
12442509007992652006,1640236938397547
12442509007992652010,1640236938400018
12442509007992652016,1640236938403156
12442509007992652020,1640236938405580
12442509007992652018,1640236938407332
12442509007992652031,1640236938412262
12442509007992652033,1640236938413495
12442509007992652035,1640236938417306
12442509007992652038,1640236938419241
12442509007992652036,1640236938433793
12442509007992652014,1640236938434329
12442509007992652058,1640236938437256
12442509007992652028,1640236938444977
12442509007992652055,1640236938467033
12442509007992652071,1640236938474795
12442509007992652070,1640236938477836
12442509007992652068,1640236938477897
12442509007992652081,1640236938477930
12442509007992652085,1640236938480933
12442509007992652056,1640236938484712
12442509007992652086,1640236938485585
12442509007992652091,1640236938490070
12442509007992652095,1640236938493813
12442509007992652099,1640236938502800
12442509007992652100,1640236938502859
12442509007992652101,1640236938502897
12442509007992652102,1640236938502933
12442509007992652103,1640236938502966
12442509007992652107,1640236938504419
12442509007992652069,1640236938512159
12442509007992652078,1640236938518108
12442509007992652082,1640236938520215
12442509007992652077,1640236938522398
12442509007992652089,1640236938523906
12442509007992652092,1640236938528378
12442509007992652112,1640236938530277
12442509007992652113,1640236938530656
12442509007992652105,1640236938540780
12442509007992652133,1640236938565697
12442509007992652130,1640236938565744
12442509007992652136,1640236938566984
12442509007992652143,1640236938571452
12442509007992652146,1640236938574852
12442509007992652126,1640236938574885
12442509007992652140,1640236938577574
12442509007992652150,1640236938580542
12442509007992652154,1640236938582890
12442509007992652164,1640236938585926
12442509007992652134,1640236938590412
12442509007992652137,1640236938592550
12442509007992652147,1640236938599136
12442509007992652165,1640236938611240
12442509007992652172,1640236938620365
12442509007992652170,1640236938622834
12442509007992652177,1640236938625601
12442509007992652173,1640236938629879
12442509007992652175,1640236938631855
12442509007992652178,1640236938633149
12442509007992652182,1640236938636746
12442509007992652188,1640236938637906
12442509007992652199,1640236938642171
12442509007992652204,1640236938645376
12442509007992652206,1640236938648469
12442509007992652212,1640236938653143
12442509007992652184,1640236938661420
12442509007992652187,1640236938663482
12442509007992652191,1640236938667153
12442509007992652193,1640236938669740
12442509007992652195,1640236938672244
12442509007992652216,1640236938694774
12442509007992652218,1640236938694811
12442509007992652220,1640236938694834
12442509007992652221,1640236938694858
12442509007992652224,1640236938694880
12442509007992652226,1640236938696819
12442509007992652227,1640236938697487
12442509007992652230,1640236938698563
12442509007992652231,1640236938702148
12442509007992652225,1640236938706806
12442509007992652245,1640236938706845
12442509007992652246,1640236938708095
12442509007992652232,1640236938709822
12442509007992652233,1640236938711679
12442509007992652235,1640236938714243
12442509007992652238,1640236938716197
12442509007992652228,1640236938720661
12442509007992652243,1640236938722062
12442509007992652247,1640236938725340
12442509007992652254,1640236938728193
12442509007992652261,1640236938732359
12442509007992652256,1640236938735584
12442509007992652255,1640236938736563
12442509007992652263,1640236938736823
12442509007992652248,1640236938736857
12442509007992652268,1640236938739575
12442509007992652274,1640236938744138
12442509007992652271,1640236938749836
12442509007992652251,1640236938752089
12442509007992652258,1640236938757213
12442509007992652260,1640236938758963
12442509007992652252,1640236938761310
12442509007992652277,1640236938761850
12442509007992652264,1640236938761880
12442509007992652265,1640236938762633
12442509007992652278,1640236938766165
12442509007992652270,1640236938769693
12442509007992652275,1640236938773409
12442509007992652283,1640236938777467
12442509007992652279,1640236938780662
12442509007992652285,1640236938780699
12442509007992652287,1640236938780789
12442509007992652281,1640236938785088
12442509007992652288,1640236938785134
12442509007992652290,1640236938785159
12442509007992652291,1640236938785185
12442509007992652289,1640236938785209
12442509007992652293,1640236938787623
12442509007992652295,1640236938792320
12442509007992652311,1640236938798674
12442509007992652296,1640236938801388
12442509007992652299,1640236938808047
12442509007992652300,1640236938808088
12442509007992652306,1640236938814424
12442509007992652305,1640236938814462
12442509007992652307,1640236938814787
12442509007992652312,1640236938817855
12442509007992652313,1640236938819838
12442509007992652304,1640236938821096
12442509007992652319,1640236938822909
12442509007992652314,1640236938825245
12442509007992652318,1640236938827878
12442509007992652323,1640236938830190
12442509007992652326,1640236938836659
12442509007992652328,1640236938836695
12442509007992652327,1640236938836718
12442509007992652330,1640236938836830
12442509007992652338,1640236938839356
12442509007992652329,1640236938847288
12442509007992652332,1640236938849117
12442509007992652340,1640236938850538
12442509007992652334,1640236938850571
12442509007992652336,1640236938852443
12442509007992652324,1640236938856455
12442509007992652335,1640236938857499
12442509007992652346,1640236938857590
12442509007992652349,1640236938859765
12442509007992652321,1640236938860744
12442509007992652355,1640236938863480
12442509007992652357,1640236938867532
12442509007992652350,1640236938872192
12442509007992652356,1640236938876439
12442509007992652361,1640236938880017
12442509007992652364,1640236938882044
12442509007992652360,1640236938883521
12442509007992652370,1640236938884655
12442509007992652373,1640236938886579
12442509007992652362,1640236938893060
12442509007992652351,1640236938894939
12442509007992652374,1640236938899198
12442509007992652376,1640236938901009
12442509007992652378,1640236938903545
12442509007992652383,1640236938906552
12442509007992652387,1640236938907065
12442509007992652382,1640236938910304
12442509007992652389,1640236938911761
12442509007992652386,1640236938911795
12442509007992652390,1640236938913448
12442509007992652394,1640236938916793
12442509007992652393,1640236938920095
12442509007992652396,1640236938927477
12442509007992652399,1640236938930167
12442509007992652400,1640236938932329
12442509007992652403,1640236938934626
12442509007992652406,1640236938938248
12442509007992652410,1640236938940771
12442509007992652415,1640236938943347
12442509007992652417,1640236938945899
12442509007992652420,1640236938948730
12442509007992652412,1640236938950066
12442509007992652427,1640236938954168
12442509007992652404,1640236938958901
12442509007992652409,1640236938961767
12442509007992652419,1640236938964801
12442509007992652424,1640236938968137
12442509007992652429,1640236938970721
12442509007992652437,1640236938974558
12442509007992652433,1640236938977592
12442509007992652432,1640236938977633
12442509007992652438,1640236938977663
12442509007992652434,1640236938977837
12442509007992652435,1640236938980639
12442509007992652436,1640236938980677
12442509007992652440,1640236938982628
12442509007992652444,1640236938985115
12442509007992652445,1640236938987649
12442509007992652453,1640236938990727
12442509007992652442,1640236938992798
12442509007992652447,1640236938997566
12442509007992652449,1640236939000543
12442509007992652452,1640236939003734
12442509007992652455,1640236939005541
12442509007992652457,1640236939007951
12442509007992652460,1640236939011644
12442509007992652459,1640236939011677
12442509007992652462,1640236939012747
12442509007992652464,1640236939013815
12442509007992651810,1640236938077706
12442509007992651808,1640236938081912
12442509007992651803,1640236938087942
12442509007992651798,1640236938094112
12442509007992651795,1640236938097625
12442509007992651779,1640236938100289
12442509007992651785,1640236938103222
12442509007992651791,1640236938107264
12442509007992651817,1640236938110761
12442509007992651823,1640236938113717
12442509007992651826,1640236938119346
12442509007992651815,1640236938124140
12442509007992651782,1640236938124174
12442509007992651827,1640236938124456
12442509007992651786,1640236938124489
12442509007992651822,1640236938124514
12442509007992651825,1640236938130161
12442509007992651820,1640236938130200
12442509007992651819,1640236938131853
